+------------------------------------+-------------------------------------------------+----------+--------------------------------------------+-----+
| OreDict Key                        | Registry name                                   | Meta/dmg | Display name                               | NBT |
| blockQuartz                        | minecraft:quartz_block                          |        0 | Block of Quartz                            |     |
| blockRedstone                      | chisel:redstone                                 |        0 | Block of Redstone                          |     |
| blockRedstone                      | chisel:redstone                                 |        1 | Block of Redstone                          |     |
| blockRedstone                      | chisel:redstone                                 |       10 | Block of Redstone                          |     |
| blockRedstone                      | chisel:redstone                                 |       11 | Block of Redstone                          |     |
| blockRedstone                      | chisel:redstone                                 |       12 | Block of Redstone                          |     |
| blockRedstone                      | chisel:redstone                                 |       13 | Block of Redstone                          |     |
| blockRedstone                      | chisel:redstone                                 |       14 | Block of Redstone                          |     |
| blockRedstone                      | chisel:redstone                                 |       15 | Block of Redstone                          |     |
| blockRedstone                      | chisel:redstone                                 |        2 | Block of Redstone                          |     |
| blockRedstone                      | chisel:redstone                                 |        3 | Block of Redstone                          |     |
| blockRedstone                      | chisel:redstone                                 |        4 | Block of Redstone                          |     |
| blockRedstone                      | chisel:redstone                                 |        5 | Block of Redstone                          |     |
| blockRedstone                      | chisel:redstone                                 |        6 | Block of Redstone                          |     |
| blockRedstone                      | chisel:redstone                                 |        7 | Block of Redstone                          |     |
| blockRedstone                      | chisel:redstone                                 |        8 | Block of Redstone                          |     |
| blockRedstone                      | chisel:redstone                                 |        9 | Block of Redstone                          |     |
| blockRedstone                      | chisel:redstone1                                |        0 | Block of Redstone                          |     |
| blockRedstone                      | chisel:redstone1                                |        1 | Block of Redstone                          |     |
| blockRedstone                      | chisel:redstone1                                |       10 | Block of Redstone                          |     |
| blockRedstone                      | chisel:redstone1                                |       11 | Block of Redstone                          |     |
| blockRedstone                      | chisel:redstone1                                |        2 | Block of Redstone                          |     |
| blockRedstone                      | chisel:redstone1                                |        3 | Block of Redstone                          |     |
| blockRedstone                      | chisel:redstone1                                |        4 | Block of Redstone                          |     |
| blockRedstone                      | chisel:redstone1                                |        5 | Block of Redstone                          |     |
| blockRedstone                      | chisel:redstone1                                |        6 | Block of Redstone                          |     |
| blockRedstone                      | chisel:redstone1                                |        7 | Block of Redstone                          |     |
| blockRedstone                      | chisel:redstone1                                |        8 | Block of Redstone                          |     |
| blockRedstone                      | chisel:redstone1                                |        9 | Block of Redstone                          |     |
| blockRedstone                      | minecraft:redstone_block                        |        0 | Block of Redstone                          |     |
| blockRockwool                      | thermalfoundation:rockwool                      |    32767 | (WILDCARD)                                 |     |
| blockRoseQuartz                    | silentgems:gemblocklight                        |       13 | Rose Quartz Block                          |     |
| blockRoseQuartzSuper               | silentgems:gemblocksuperlight                   |       13 | Supercharged Rose Quartz Block             |     |
| blockRuby                          | silentgems:gemblock                             |        0 | Ruby Block                                 |     |
| blockRubySuper                     | silentgems:gemblocksuper                        |        0 | Supercharged Ruby Block                    |     |
| blockSapphire                      | silentgems:gemblock                             |        9 | Sapphire Block                             |     |
| blockSapphireSuper                 | silentgems:gemblocksuper                        |        9 | Supercharged Sapphire Block                |     |
| blockSheetmetalAluminum            | immersiveengineering:sheetmetal                 |        1 | Aluminium Sheetmetal                       |     |
| blockSheetmetalConstantan          | immersiveengineering:sheetmetal                 |        6 | Constantan Sheetmetal                      |     |
| blockSheetmetalCopper              | immersiveengineering:sheetmetal                 |        0 | Copper Sheetmetal                          |     |
| blockSheetmetalElectrum            | immersiveengineering:sheetmetal                 |        7 | Electrum Sheetmetal                        |     |
| blockSheetmetalGold                | immersiveengineering:sheetmetal                 |       10 | Gold Sheetmetal                            |     |
| blockSheetmetalIron                | immersiveengineering:sheetmetal                 |        9 | Iron Sheetmetal                            |     |
| blockSheetmetalLead                | immersiveengineering:sheetmetal                 |        2 | Lead Sheetmetal                            |     |
| blockSheetmetalNickel              | immersiveengineering:sheetmetal                 |        4 | Nickel Sheetmetal                          |     |
| blockSheetmetalSilver              | immersiveengineering:sheetmetal                 |        3 | Silver Sheetmetal                          |     |
| blockSheetmetalSteel               | immersiveengineering:sheetmetal                 |        8 | Steel Sheetmetal                           |     |
| blockSheetmetalUranium             | immersiveengineering:sheetmetal                 |        5 | Uranium Sheetmetal                         |     |
| blockSignalum                      | thermalfoundation:storage_alloy                 |        5 | Signalum Block                             |     |
| blockSilver                        | embers:block_silver                             |        0 | Silver Block                               |     |
| blockSilver                        | immersiveengineering:storage                    |        3 | Block of Silver                            |     |
| blockSilver                        | thermalfoundation:storage                       |        2 | Silver Block                               |     |
| blockSlime                         | minecraft:slime                                 |        0 | Slime Block                                |     |
| blockSodalite                      | silentgems:gemblocklight                        |       10 | Sodalite Block                             |     |
| blockSodaliteSuper                 | silentgems:gemblocksuperlight                   |       10 | Supercharged Sodalite Block                |     |
| blockSpinel                        | silentgems:gemblockdark                         |        1 | Spinel Block                               |     |
| blockSpinelSuper                   | silentgems:gemblocksuperdark                    |        1 | Supercharged Spinel Block                  |     |
| blockStainedHardenedClay           | minecraft:stained_hardened_clay                 |    32767 | (WILDCARD)                                 |     |
| blockSteel                         | immersiveengineering:storage                    |        8 | Block of Steel                             |     |
| blockSteel                         | libvulpes:metal0                                |        6 | Steel Block                                |     |
| blockSteel                         | thermalfoundation:storage_alloy                 |        0 | Steel Block                                |     |
| blockSulfur                        | zettaindustries:sulfurblock                     |        0 | Block of Sulfur                            |     |
| blockSunstone                      | silentgems:gemblocklight                        |        2 | Sunstone Block                             |     |
| blockSunstoneSuper                 | silentgems:gemblocksuperlight                   |        2 | Supercharged Sunstone Block                |     |
| blockTanzanite                     | silentgems:gemblockdark                         |       10 | Tanzanite Block                            |     |
| blockTanzaniteSuper                | silentgems:gemblocksuperdark                    |       10 | Supercharged Tanzanite Block               |     |
| blockTektite                       | silentgems:gemblocklight                        |       14 | Tektite Block                              |     |
| blockTektiteSuper                  | silentgems:gemblocksuperlight                   |       14 | Supercharged Tektite Block                 |     |
| blockThorium                       | nuclearcraft:ingot_block                        |        3 | Thorium Block                              |     |
| blockTileLimestone                 | magneticraft:tile_limestone                     |        0 | Limestone Tiles                            |     |
| blockTileLimestone                 | magneticraft:tile_limestone                     |        1 | Inverted Limestone Tiles                   |     |
| blockTin                           | embers:block_tin                                |        0 | Tin Block                                  |     |
| blockTin                           | libvulpes:metal0                                |        5 | Tin Block                                  |     |
| blockTin                           | nuclearcraft:ingot_block                        |        1 | Tin Block                                  |     |
| blockTin                           | thermalfoundation:storage                       |        1 | Tin Block                                  |     |
| blockTitanium                      | libvulpes:metal0                                |        7 | Titanium Block                             |     |
| blockTitaniumAluminide             | advancedrocketry:metal0                         |        0 | Titanium Aluminide Block                   |     |
| blockTitaniumIridium               | advancedrocketry:metal0                         |        1 | Titanium Iridium Alloy Block               |     |
| blockTopaz                         | silentgems:gemblock                             |        2 | Topaz Block                                |     |
| blockTopazSuper                    | silentgems:gemblocksuper                        |        2 | Supercharged Topaz Block                   |     |
| blockTorch                         | minecraft:torch                                 |        0 | Torch                                      |     |
| blockTurquoise                     | silentgems:gemblockdark                         |        7 | Turquoise Block                            |     |
| blockTurquoiseSuper                | silentgems:gemblocksuperdark                    |        7 | Supercharged Turquoise Block               |     |
| blockUranium                       | immersiveengineering:storage                    |        5 | Block of Uranium                           |     |
| blockUranium                       | nuclearcraft:ingot_block                        |        4 | Uranium Block                              |     |
| blockVioletSapphire                | silentgems:gemblockdark                         |       11 | Violet Sapphire Block                      |     |
| blockVioletSapphireSuper           | silentgems:gemblocksuperdark                    |       11 | Supercharged Violet Sapphire Block         |     |
| blockVoid                          | essentialcraft:voidstone                        |    32767 | (WILDCARD)                                 |     |
| blockVoidGlass                     | essentialcraft:voidglass                        |    32767 | (WILDCARD)                                 |     |
| blockVoidStone                     | essentialcraft:voidstone                        |    32767 | (WILDCARD)                                 |     |
| blockWaterElemental                | essentialcraft:compressed                       |        1 | Compressed Water Drops                     |     |
| blockWool                          | chisel:wool_black                               |        0 | Black Wool                                 |     |
| blockWool                          | chisel:wool_black                               |        1 | Black Wool                                 |     |
| blockWool                          | chisel:wool_blue                                |        0 | Blue Wool                                  |     |
| blockWool                          | chisel:wool_blue                                |        1 | Blue Wool                                  |     |
| blockWool                          | chisel:wool_brown                               |        0 | Brown Wool                                 |     |
| blockWool                          | chisel:wool_brown                               |        1 | Brown Wool                                 |     |
| blockWool                          | chisel:wool_cyan                                |        0 | Cyan Wool                                  |     |
| blockWool                          | chisel:wool_cyan                                |        1 | Cyan Wool                                  |     |
| blockWool                          | chisel:wool_gray                                |        0 | Gray Wool                                  |     |
| blockWool                          | chisel:wool_gray                                |        1 | Gray Wool                                  |     |
| blockWool                          | chisel:wool_green                               |        0 | Green Wool                                 |     |
| blockWool                          | chisel:wool_green                               |        1 | Green Wool                                 |     |
| blockWool                          | chisel:wool_lightblue                           |        0 | Light Blue Wool                            |     |
| blockWool                          | chisel:wool_lightblue                           |        1 | Light Blue Wool                            |     |
| blockWool                          | chisel:wool_lightgray                           |        0 | Light Gray Wool                            |     |
| blockWool                          | chisel:wool_lightgray                           |        1 | Light Gray Wool                            |     |
| blockWool                          | chisel:wool_lime                                |        0 | Lime Wool                                  |     |
| blockWool                          | chisel:wool_lime                                |        1 | Lime Wool                                  |     |
| blockWool                          | chisel:wool_magenta                             |        0 | Magenta Wool                               |     |
| blockWool                          | chisel:wool_magenta                             |        1 | Magenta Wool                               |     |
| blockWool                          | chisel:wool_orange                              |        0 | Orange Wool                                |     |
| blockWool                          | chisel:wool_orange                              |        1 | Orange Wool                                |     |
| blockWool                          | chisel:wool_pink                                |        0 | Pink Wool                                  |     |
| blockWool                          | chisel:wool_pink                                |        1 | Pink Wool                                  |     |
| blockWool                          | chisel:wool_purple                              |        0 | Purple Wool                                |     |
| blockWool                          | chisel:wool_purple                              |        1 | Purple Wool                                |     |
| blockWool                          | chisel:wool_red                                 |        0 | Red Wool                                   |     |
| blockWool                          | chisel:wool_red                                 |        1 | Red Wool                                   |     |
| blockWool                          | chisel:wool_white                               |        0 | Wool                                       |     |
| blockWool                          | chisel:wool_white                               |        1 | Wool                                       |     |
| blockWool                          | chisel:wool_yellow                              |        0 | Yellow Wool                                |     |
| blockWool                          | chisel:wool_yellow                              |        1 | Yellow Wool                                |     |
| blockWool                          | minecraft:wool                                  |    32767 | (WILDCARD)                                 |     |
| blockWoolBlack                     | minecraft:wool                                  |       15 | Black Wool                                 |     |
| blockWoolBlue                      | minecraft:wool                                  |       11 | Blue Wool                                  |     |
| blockWoolBrown                     | minecraft:wool                                  |       12 | Brown Wool                                 |     |
| blockWoolCyan                      | minecraft:wool                                  |        9 | Cyan Wool                                  |     |
| blockWoolGray                      | minecraft:wool                                  |        7 | Gray Wool                                  |     |
| blockWoolGreen                     | minecraft:wool                                  |       13 | Green Wool                                 |     |
| blockWoolLightBlue                 | minecraft:wool                                  |        3 | Light Blue Wool                            |     |
| blockWoolLightGray                 | minecraft:wool                                  |        8 | Light Gray Wool                            |     |
| blockWoolLime                      | minecraft:wool                                  |        5 | Lime Wool                                  |     |
| blockWoolMagenta                   | minecraft:wool                                  |        2 | Magenta Wool                               |     |
| blockWoolOrange                    | minecraft:wool                                  |        1 | Orange Wool                                |     |
| blockWoolPink                      | minecraft:wool                                  |        6 | Pink Wool                                  |     |
| blockWoolPurple                    | minecraft:wool                                  |       10 | Purple Wool                                |     |
| blockWoolRed                       | minecraft:wool                                  |       14 | Red Wool                                   |     |
| blockWoolWhite                     | minecraft:wool                                  |        0 | White Wool                                 |     |
| blockWoolYellow                    | minecraft:wool                                  |        4 | Yellow Wool                                |     |
| blockZircon                        | silentgems:gemblocklight                        |        4 | Zircon Block                               |     |
| blockZirconSuper                   | silentgems:gemblocksuperlight                   |        4 | Supercharged Zircon Block                  |     |
| blockZirconium                     | nuclearcraft:ingot_block                        |       10 | Zirconium Block                            |     |
| bone                               | minecraft:bone                                  |        0 | Bone                                       |     |
| book                               | minecraft:book                                  |        0 | Book                                       |     |
| bookshelf                          | chisel:bookshelf_acacia                         |        0 | Acacia Bookshelf                           |     |
| bookshelf                          | chisel:bookshelf_acacia                         |        1 | Acacia Bookshelf                           |     |
| bookshelf                          | chisel:bookshelf_acacia                         |        2 | Acacia Bookshelf                           |     |
| bookshelf                          | chisel:bookshelf_acacia                         |        3 | Acacia Bookshelf                           |     |
| bookshelf                          | chisel:bookshelf_acacia                         |        4 | Acacia Bookshelf                           |     |
| bookshelf                          | chisel:bookshelf_acacia                         |        5 | Acacia Bookshelf                           |     |
| bookshelf                          | chisel:bookshelf_acacia                         |        6 | Acacia Bookshelf                           |     |
| bookshelf                          | chisel:bookshelf_acacia                         |        7 | Acacia Bookshelf                           |     |
| bookshelf                          | chisel:bookshelf_acacia                         |        8 | Acacia Bookshelf                           |     |
| bookshelf                          | chisel:bookshelf_acacia                         |        9 | Acacia Bookshelf                           |     |
| bookshelf                          | chisel:bookshelf_birch                          |        0 | Birch Bookshelf                            |     |
| bookshelf                          | chisel:bookshelf_birch                          |        1 | Birch Bookshelf                            |     |
| bookshelf                          | chisel:bookshelf_birch                          |        2 | Birch Bookshelf                            |     |
| bookshelf                          | chisel:bookshelf_birch                          |        3 | Birch Bookshelf                            |     |
| bookshelf                          | chisel:bookshelf_birch                          |        4 | Birch Bookshelf                            |     |
| bookshelf                          | chisel:bookshelf_birch                          |        5 | Birch Bookshelf                            |     |
| bookshelf                          | chisel:bookshelf_birch                          |        6 | Birch Bookshelf                            |     |
| bookshelf                          | chisel:bookshelf_birch                          |        7 | Birch Bookshelf                            |     |
| bookshelf                          | chisel:bookshelf_birch                          |        8 | Birch Bookshelf                            |     |
| bookshelf                          | chisel:bookshelf_birch                          |        9 | Birch Bookshelf                            |     |
| bookshelf                          | chisel:bookshelf_darkoak                        |        0 | Dark Oak Bookshelf                         |     |
| bookshelf                          | chisel:bookshelf_darkoak                        |        1 | Dark Oak Bookshelf                         |     |
| bookshelf                          | chisel:bookshelf_darkoak                        |        2 | Dark Oak Bookshelf                         |     |
| bookshelf                          | chisel:bookshelf_darkoak                        |        3 | Dark Oak Bookshelf                         |     |
| bookshelf                          | chisel:bookshelf_darkoak                        |        4 | Dark Oak Bookshelf                         |     |
| bookshelf                          | chisel:bookshelf_darkoak                        |        5 | Dark Oak Bookshelf                         |     |
| bookshelf                          | chisel:bookshelf_darkoak                        |        6 | Dark Oak Bookshelf                         |     |
| bookshelf                          | chisel:bookshelf_darkoak                        |        7 | Dark Oak Bookshelf                         |     |
| bookshelf                          | chisel:bookshelf_darkoak                        |        8 | Dark Oak Bookshelf                         |     |
| bookshelf                          | chisel:bookshelf_darkoak                        |        9 | Dark Oak Bookshelf                         |     |
| bookshelf                          | chisel:bookshelf_jungle                         |        0 | Jungle Bookshelf                           |     |
| bookshelf                          | chisel:bookshelf_jungle                         |        1 | Jungle Bookshelf                           |     |
| bookshelf                          | chisel:bookshelf_jungle                         |        2 | Jungle Bookshelf                           |     |
| bookshelf                          | chisel:bookshelf_jungle                         |        3 | Jungle Bookshelf                           |     |
| bookshelf                          | chisel:bookshelf_jungle                         |        4 | Jungle Bookshelf                           |     |
| bookshelf                          | chisel:bookshelf_jungle                         |        5 | Jungle Bookshelf                           |     |
| bookshelf                          | chisel:bookshelf_jungle                         |        6 | Jungle Bookshelf                           |     |
| bookshelf                          | chisel:bookshelf_jungle                         |        7 | Jungle Bookshelf                           |     |
| bookshelf                          | chisel:bookshelf_jungle                         |        8 | Jungle Bookshelf                           |     |
| bookshelf                          | chisel:bookshelf_jungle                         |        9 | Jungle Bookshelf                           |     |
| bookshelf                          | chisel:bookshelf_oak                            |        0 | Oak Bookshelf                              |     |
| bookshelf                          | chisel:bookshelf_oak                            |        1 | Oak Bookshelf                              |     |
| bookshelf                          | chisel:bookshelf_oak                            |        2 | Oak Bookshelf                              |     |
| bookshelf                          | chisel:bookshelf_oak                            |        3 | Oak Bookshelf                              |     |
| bookshelf                          | chisel:bookshelf_oak                            |        4 | Oak Bookshelf                              |     |
| bookshelf                          | chisel:bookshelf_oak                            |        5 | Oak Bookshelf                              |     |
| bookshelf                          | chisel:bookshelf_oak                            |        6 | Oak Bookshelf                              |     |
| bookshelf                          | chisel:bookshelf_oak                            |        7 | Oak Bookshelf                              |     |
| bookshelf                          | chisel:bookshelf_oak                            |        8 | Oak Bookshelf                              |     |
| bookshelf                          | chisel:bookshelf_oak                            |        9 | Oak Bookshelf                              |     |
| bookshelf                          | chisel:bookshelf_spruce                         |        0 | Spruce Bookshelf                           |     |
| bookshelf                          | chisel:bookshelf_spruce                         |        1 | Spruce Bookshelf                           |     |
| bookshelf                          | chisel:bookshelf_spruce                         |        2 | Spruce Bookshelf                           |     |
| bookshelf                          | chisel:bookshelf_spruce                         |        3 | Spruce Bookshelf                           |     |
| bookshelf                          | chisel:bookshelf_spruce                         |        4 | Spruce Bookshelf                           |     |
| bookshelf                          | chisel:bookshelf_spruce                         |        5 | Spruce Bookshelf                           |     |
| bookshelf                          | chisel:bookshelf_spruce                         |        6 | Spruce Bookshelf                           |     |
| bookshelf                          | chisel:bookshelf_spruce                         |        7 | Spruce Bookshelf                           |     |
| bookshelf                          | chisel:bookshelf_spruce                         |        8 | Spruce Bookshelf                           |     |
| bookshelf                          | chisel:bookshelf_spruce                         |        9 | Spruce Bookshelf                           |     |
| bookshelf                          | minecraft:bookshelf                             |        0 | Bookshelf                                  |     |
| bookshelfAcacia                    | chisel:bookshelf_acacia                         |        0 | Acacia Bookshelf                           |     |
| bookshelfAcacia                    | chisel:bookshelf_acacia                         |        1 | Acacia Bookshelf                           |     |
| bookshelfAcacia                    | chisel:bookshelf_acacia                         |        2 | Acacia Bookshelf                           |     |
| bookshelfAcacia                    | chisel:bookshelf_acacia                         |        3 | Acacia Bookshelf                           |     |
| bookshelfAcacia                    | chisel:bookshelf_acacia                         |        4 | Acacia Bookshelf                           |     |
| bookshelfAcacia                    | chisel:bookshelf_acacia                         |        5 | Acacia Bookshelf                           |     |
| bookshelfAcacia                    | chisel:bookshelf_acacia                         |        6 | Acacia Bookshelf                           |     |
| bookshelfAcacia                    | chisel:bookshelf_acacia                         |        7 | Acacia Bookshelf                           |     |
| bookshelfAcacia                    | chisel:bookshelf_acacia                         |        8 | Acacia Bookshelf                           |     |
| bookshelfAcacia                    | chisel:bookshelf_acacia                         |        9 | Acacia Bookshelf                           |     |
| bookshelfBirch                     | chisel:bookshelf_birch                          |        0 | Birch Bookshelf                            |     |
| bookshelfBirch                     | chisel:bookshelf_birch                          |        1 | Birch Bookshelf                            |     |
| bookshelfBirch                     | chisel:bookshelf_birch                          |        2 | Birch Bookshelf                            |     |
| bookshelfBirch                     | chisel:bookshelf_birch                          |        3 | Birch Bookshelf                            |     |
| bookshelfBirch                     | chisel:bookshelf_birch                          |        4 | Birch Bookshelf                            |     |
| bookshelfBirch                     | chisel:bookshelf_birch                          |        5 | Birch Bookshelf                            |     |
| bookshelfBirch                     | chisel:bookshelf_birch                          |        6 | Birch Bookshelf                            |     |
| bookshelfBirch                     | chisel:bookshelf_birch                          |        7 | Birch Bookshelf                            |     |
| bookshelfBirch                     | chisel:bookshelf_birch                          |        8 | Birch Bookshelf                            |     |
| bookshelfBirch                     | chisel:bookshelf_birch                          |        9 | Birch Bookshelf                            |     |
| bookshelfDarkOak                   | chisel:bookshelf_darkoak                        |        0 | Dark Oak Bookshelf                         |     |
| bookshelfDarkOak                   | chisel:bookshelf_darkoak                        |        1 | Dark Oak Bookshelf                         |     |
| bookshelfDarkOak                   | chisel:bookshelf_darkoak                        |        2 | Dark Oak Bookshelf                         |     |
| bookshelfDarkOak                   | chisel:bookshelf_darkoak                        |        3 | Dark Oak Bookshelf                         |     |
| bookshelfDarkOak                   | chisel:bookshelf_darkoak                        |        4 | Dark Oak Bookshelf                         |     |
| bookshelfDarkOak                   | chisel:bookshelf_darkoak                        |        5 | Dark Oak Bookshelf                         |     |
| bookshelfDarkOak                   | chisel:bookshelf_darkoak                        |        6 | Dark Oak Bookshelf                         |     |
| bookshelfDarkOak                   | chisel:bookshelf_darkoak                        |        7 | Dark Oak Bookshelf                         |     |
| bookshelfDarkOak                   | chisel:bookshelf_darkoak                        |        8 | Dark Oak Bookshelf                         |     |
| bookshelfDarkOak                   | chisel:bookshelf_darkoak                        |        9 | Dark Oak Bookshelf                         |     |
| bookshelfJungle                    | chisel:bookshelf_jungle                         |        0 | Jungle Bookshelf                           |     |
| bookshelfJungle                    | chisel:bookshelf_jungle                         |        1 | Jungle Bookshelf                           |     |
| bookshelfJungle                    | chisel:bookshelf_jungle                         |        2 | Jungle Bookshelf                           |     |
| bookshelfJungle                    | chisel:bookshelf_jungle                         |        3 | Jungle Bookshelf                           |     |
| bookshelfJungle                    | chisel:bookshelf_jungle                         |        4 | Jungle Bookshelf                           |     |
| bookshelfJungle                    | chisel:bookshelf_jungle                         |        5 | Jungle Bookshelf                           |     |
| bookshelfJungle                    | chisel:bookshelf_jungle                         |        6 | Jungle Bookshelf                           |     |
| bookshelfJungle                    | chisel:bookshelf_jungle                         |        7 | Jungle Bookshelf                           |     |
| bookshelfJungle                    | chisel:bookshelf_jungle                         |        8 | Jungle Bookshelf                           |     |
| bookshelfJungle                    | chisel:bookshelf_jungle                         |        9 | Jungle Bookshelf                           |     |
| bookshelfOak                       | chisel:bookshelf_oak                            |        0 | Oak Bookshelf                              |     |
| bookshelfOak                       | chisel:bookshelf_oak                            |        1 | Oak Bookshelf                              |     |
| bookshelfOak                       | chisel:bookshelf_oak                            |        2 | Oak Bookshelf                              |     |
| bookshelfOak                       | chisel:bookshelf_oak                            |        3 | Oak Bookshelf                              |     |
| bookshelfOak                       | chisel:bookshelf_oak                            |        4 | Oak Bookshelf                              |     |
| bookshelfOak                       | chisel:bookshelf_oak                            |        5 | Oak Bookshelf                              |     |
| bookshelfOak                       | chisel:bookshelf_oak                            |        6 | Oak Bookshelf                              |     |
| bookshelfOak                       | chisel:bookshelf_oak                            |        7 | Oak Bookshelf                              |     |
| bookshelfOak                       | chisel:bookshelf_oak                            |        8 | Oak Bookshelf                              |     |
| bookshelfOak                       | chisel:bookshelf_oak                            |        9 | Oak Bookshelf                              |     |
| bookshelfSpruce                    | chisel:bookshelf_spruce                         |        0 | Spruce Bookshelf                           |     |
| bookshelfSpruce                    | chisel:bookshelf_spruce                         |        1 | Spruce Bookshelf                           |     |
| bookshelfSpruce                    | chisel:bookshelf_spruce                         |        2 | Spruce Bookshelf                           |     |
| bookshelfSpruce                    | chisel:bookshelf_spruce                         |        3 | Spruce Bookshelf                           |     |
| bookshelfSpruce                    | chisel:bookshelf_spruce                         |        4 | Spruce Bookshelf                           |     |
| bookshelfSpruce                    | chisel:bookshelf_spruce                         |        5 | Spruce Bookshelf                           |     |
| bookshelfSpruce                    | chisel:bookshelf_spruce                         |        6 | Spruce Bookshelf                           |     |
| bookshelfSpruce                    | chisel:bookshelf_spruce                         |        7 | Spruce Bookshelf                           |     |
| bookshelfSpruce                    | chisel:bookshelf_spruce                         |        8 | Spruce Bookshelf                           |     |
| bookshelfSpruce                    | chisel:bookshelf_spruce                         |        9 | Spruce Bookshelf                           |     |
| bouleSilicon                       | libvulpes:productboule                          |        3 | Silicon Boule                              |     |
| bread                              | minecraft:bread                                 |        0 | Bread                                      |     |
| brickBurnLimestone                 | magneticraft:burnt_limestone                    |        1 | Burnt Limestone Brick                      |     |
| brickLimestone                     | magneticraft:limestone                          |        1 | Limestone Brick                            |     |
| brickStone                         | chisel:stonebrick                               |        0 | Chiseled Stone                             |     |
| brickStone                         | chisel:stonebrick                               |        1 | Chiseled Stone                             |     |
| brickStone                         | chisel:stonebrick                               |       10 | Chiseled Stone                             |     |
| brickStone                         | chisel:stonebrick                               |       11 | Chiseled Stone                             |     |
| brickStone                         | chisel:stonebrick                               |       12 | Chiseled Stone                             |     |
| brickStone                         | chisel:stonebrick                               |       13 | Chiseled Stone                             |     |
| brickStone                         | chisel:stonebrick                               |       14 | Chiseled Stone                             |     |
| brickStone                         | chisel:stonebrick                               |       15 | Chiseled Stone                             |     |
| brickStone                         | chisel:stonebrick                               |        2 | Chiseled Stone                             |     |
| brickStone                         | chisel:stonebrick                               |        3 | Chiseled Stone                             |     |
| brickStone                         | chisel:stonebrick                               |        4 | Chiseled Stone                             |     |
| brickStone                         | chisel:stonebrick                               |        5 | Chiseled Stone                             |     |
| brickStone                         | chisel:stonebrick                               |        6 | Chiseled Stone                             |     |
| brickStone                         | chisel:stonebrick                               |        7 | Chiseled Stone                             |     |
| brickStone                         | chisel:stonebrick                               |        8 | Chiseled Stone                             |     |
| brickStone                         | chisel:stonebrick                               |        9 | Chiseled Stone                             |     |
| brickStone                         | chisel:stonebrick1                              |        0 | Chiseled Stone                             |     |
| brickStone                         | chisel:stonebrick1                              |        1 | Chiseled Stone                             |     |
| brickStone                         | chisel:stonebrick1                              |        2 | Chiseled Stone                             |     |
| brickStone                         | chisel:stonebrick1                              |        3 | Chiseled Stone                             |     |
| brickStone                         | chisel:stonebrick1                              |        4 | Chiseled Stone                             |     |
| brickStone                         | chisel:stonebrick1                              |        5 | Chiseled Stone                             |     |
| brickStone                         | chisel:stonebrick1                              |        6 | Chiseled Stone                             |     |
| brickStone                         | chisel:stonebrick1                              |        7 | Chiseled Stone                             |     |
| brickStone                         | chisel:stonebrick1                              |        8 | Chiseled Stone                             |     |
| brickStone                         | chisel:stonebrick1                              |        9 | Chiseled Stone                             |     |
| brickStone                         | chisel:stonebrick2                              |        0 | Chiseled Stone                             |     |
| brickStone                         | chisel:stonebrick2                              |        1 | Chiseled Stone                             |     |
| brickStone                         | chisel:stonebrick2                              |        2 | Chiseled Stone                             |     |
